time_step,price
0,0.7041757702827454
1,0.7037203129982765
2,0.7034378356992681
3,0.7027892292268338
4,0.7019454501369857
5,0.7020422991683096
6,0.7024259243457625
7,0.702971877463293
8,0.7027462400965744
9,0.7028722242157953
10,0.7028793048947919
11,0.7029342285013942
12,0.7026575908664698
13,0.7028294697324192
14,0.7032676756644973
15,0.7040841095781848
16,0.7046244354545277
17,0.7058381834333715
18,0.7054048848654907
19,0.70589715625614
20,0.7060006927365184
21,0.7072374946467649
22,0.7067801675633555
23,0.706305368567897
24,0.7059666851732113
25,0.7049257380861274
26,0.7047877850685437
27,0.7045182440735599
28,0.7047615438835004
29,0.7051128437603347
30,0.7061711734849905
31,0.7067081030186865
32,0.7063819410281923
33,0.7058742419086761
34,0.70615202836649
35,0.7055649164758645
36,0.7067576716213481
37,0.7074245343041783
38,0.7071590092104206
39,0.7061898423974318
40,0.7069547151322623
41,0.7068899355453248
42,0.7077491431951934
43,0.7068463793476747
44,0.7065074464957977
45,0.7066693751084262
46,0.7068549414912499
47,0.7067594217874973
48,0.7072706859407468
49,0.7066666086340158
50,0.7065861167717605
51,0.7068131133265154
52,0.7071040030176492
53,0.7076657405748822
54,0.7070290440318405
55,0.7061613134113838
56,0.7070421588653049
57,0.7073892536570136
58,0.7071247438682731
59,0.7080022302229868
60,0.7080677485422344
61,0.7087357663838202
62,0.708774048593954
63,0.7099425323138341
64,0.7109394852120404
65,0.7107978864571957
66,0.711350358919981
67,0.7117176296506815
68,0.7124968930170751
69,0.711946889042945
70,0.7123376348050805
71,0.7129407992815462
72,0.7119376975734034
73,0.7114238068493027
74,0.710423009414185
75,0.7104297058893302
76,0.7109974549975537
77,0.7120121593283258
78,0.7120543644360072
79,0.7129820946817772
80,0.7121949045789361
81,0.7112243923438497
82,0.711352805218174
83,0.7117314736040268
84,0.7118729930920169
85,0.7108554946427075
86,0.7109647445499212
87,0.7103825992195567
88,0.7109230999153429
89,0.7112916030542237
90,0.7107567801743077
91,0.7106244471911722
92,0.7100222847724125
93,0.7101464289311634
94,0.7108489666964565
95,0.7102884048232697
96,0.7107346988740374
97,0.7104332008830617
98,0.7099825743357678
99,0.7100815149844548
100,0.7096530658568239
101,0.7130474116222587
102,0.7116807816530587
103,0.7102933005965035
104,0.7089746268493623
105,0.7090869166327533
106,0.708225015036756
107,0.7085232152327099
108,0.7109203248932521
109,0.7104891572372886
110,0.7092846460458938
111,0.7094906302257038
112,0.7086105987155273
113,0.7087969710422428
114,0.7093144858193418
115,0.709274540702049
116,0.7094983272321912
117,0.7096073574751802
118,0.7105140158260747
119,0.7103702536577219
120,0.7104426741471536
121,0.7109353514004677
122,0.7112032527886811
123,0.7109994451498268
124,0.7115124246724833
125,0.711016502287787
126,0.7108875242200323
127,0.7106088506035465
128,0.7110963591090927
129,0.7119332441141204
130,0.7120604444629114
131,0.7121033195852403
132,0.7116048423238301
133,0.7112048913022919
134,0.7106858377007274
135,0.7096079142563813
136,0.7095455414329277
137,0.7095359356944849
138,0.7109292265406918
139,0.7118180664125732
140,0.7121344782213708
141,0.7133220207053196
142,0.7141157503793236
143,0.7129688416241132
144,0.7135776920165955
145,0.713983834330622
146,0.7138185453896103
147,0.7131708144835873
148,0.7135105126539065
149,0.7124840019029519
150,0.7126320675955712
151,0.7124405239234248
152,0.7118831815413964
153,0.7127205375438205
154,0.7126969844503416
155,0.7127961726728975
156,0.7133138747923148
157,0.7133088584516921
158,0.7135664549371318
159,0.7140321864160014
160,0.714355931994931
161,0.7145193652974506
162,0.7155386202185594
163,0.716249562561001
164,0.7162004202950435
165,0.7156792023164549
166,0.7160448420478919
167,0.7161684947708813
168,0.7173089960707391
169,0.7178756661639759
170,0.7183145491512737
171,0.7183219917737907
172,0.7178187648423442
173,0.7177050836154021
174,0.7181404064170117
175,0.7173080993530729
176,0.7181822071841648
177,0.7193698185629845
178,0.7182505140634405
179,0.7174459496319885
180,0.7175777659557857
181,0.7174047080151018
182,0.7177158981691818
183,0.7178362217103639
184,0.7172482744961662
185,0.718149107476703
186,0.7184159812250736
187,0.7180942791610677
188,0.718958879100933
189,0.7186664607205661
190,0.71795248541743
191,0.7182194506577388
192,0.7184223663970561
193,0.7188897930088213
194,0.7192902727826618
195,0.7195872675801085
196,0.7198609949162702
197,0.7195305765310488
198,0.7191387234747673
199,0.7197277164695383
200,0.7198678943883428
201,0.7239396087189766
202,0.7219620638293448
203,0.7216731373824934
204,0.7231754327286364
205,0.7223927682825695
206,0.7199768479188774
207,0.7213505115021566
208,0.7205390097662868
209,0.7188789080704524
210,0.7190591247218401
211,0.7189456773472094
212,0.7200544815839112
213,0.7212448602290104
214,0.7213552054372191
215,0.7203339789003289
216,0.7206646885649823
217,0.7207599283701842
218,0.7212502265714741
219,0.7209076306682397
220,0.7206767251807364
221,0.7209704027429443
222,0.7216898314544344
223,0.7222475083273325
224,0.7222949194683215
225,0.7220132851086796
226,0.7222465361552127
227,0.7216159337848702
228,0.7213065422437488
229,0.7223402385771552
230,0.7225725631229419
231,0.7223716724967211
232,0.7228508295353735
233,0.7235950622715415
234,0.7233376722382239
235,0.7230903440252738
236,0.7227706537673749
237,0.7234907167401569
238,0.7242171167565783
239,0.7250200726825374
240,0.7256050785897432
241,0.7246576020075037
242,0.7248204843523407
243,0.7242067728160823
244,0.724072487626491
245,0.7243342442257588
246,0.7249815112769153
247,0.7244648353147384
248,0.7231174931973887
249,0.7233846541392767
250,0.7250776151963383
251,0.7249599517937703
252,0.7249871612429382
253,0.7260207978370765
254,0.7263636391569759
255,0.7264896551345873
256,0.7267466096815576
257,0.7268921008252306
258,0.7262293180326644
259,0.7256131868320955
260,0.7268719821260115
261,0.726978909851195
262,0.7270371236717771
263,0.7269846445826963
264,0.7274389072001772
265,0.7289163013447906
266,0.7292218354569409
267,0.7288787588530263
268,0.7288009724116424
269,0.7294254070250414
270,0.7290853193723213
271,0.7297465637369636
272,0.7283917236377664
273,0.7284216277341372
274,0.7289516455763677
275,0.729856514437254
276,0.7293786194458881
277,0.7285017517067592
278,0.728349794887275
279,0.7278577670825946
280,0.7279347335578716
281,0.728094643376552
282,0.7274899218350739
283,0.7281218894835974
284,0.7280303127819256
285,0.7286595988110298
286,0.727584152481239
287,0.7269920781585855
288,0.7274562105823119
289,0.7271547292343111
290,0.7272226032071675
291,0.7273866351156754
292,0.7274787257440535
293,0.7270843937400161
294,0.7273348424109117
295,0.7268795053688907
296,0.7274352380021982
297,0.7275320626239468
298,0.7276222979155842
299,0.7291182467736406
300,0.728472478726494
301,0.7329240762940812
302,0.7298055120750303
303,0.7291472083038554
304,0.724984413211562
305,0.7247338733188291
306,0.7251733228096919
307,0.7246776270790396
308,0.7245837703817799
309,0.7237858941116141
310,0.725016292015493
311,0.7252532535074152
312,0.726357395379267
313,0.7277778056819477
314,0.7252459265902461
315,0.7243518176386385
316,0.7237914072666031
317,0.7254435051129978
318,0.7256932253392597
319,0.7261649611152263
320,0.7250724071428223
321,0.7251554804011282
322,0.7258862996927673
323,0.7263868506096143
324,0.7267491139336992
325,0.7267566724189601
326,0.726792468743641
327,0.7258079462609551
328,0.7254482442592072
329,0.7257455305811327
330,0.7254930368010851
331,0.7260561605702519
332,0.7263272888472652
333,0.7271218155112353
334,0.7276792293206695
335,0.7278115280463122
336,0.7282470390724428
337,0.7288326092113709
338,0.7285367397384913
339,0.7283447959530428
340,0.7282883777606841
341,0.7280113190658161
342,0.7287667999843996
343,0.7284010695075559
344,0.7291304329238906
345,0.7289163758619936
346,0.7291918459810879
347,0.7292889248367084
348,0.7287195078246672
349,0.728871871877893
350,0.7292304585303219
351,0.7291929511817604
352,0.7285735696328133
353,0.7297294149188754
354,0.7297806124327293
355,0.7293168791369216
356,0.7302625219182656
357,0.730623207229828
358,0.7299217095882344
359,0.729311790075476
360,0.7293460999601146
361,0.7296837136121611
362,0.7302115317632522
363,0.7307665967896402
364,0.7310820379825574
365,0.7318697034183251
366,0.7319439402760618
367,0.7314991295229929
368,0.7314971685964019
369,0.7314568012702172
370,0.7301123570279922
371,0.7299486698288435
372,0.7302964316405605
373,0.7302128500823026
374,0.7299995667330252
375,0.7306961797727557
376,0.7301604065465556
377,0.7307404651128119
378,0.7299613528612435
379,0.731738156524575
380,0.7316118962606999
381,0.7314226924756622
382,0.7320915439479573
383,0.7318463197292656
384,0.7326981465788616
385,0.7329159594675637
386,0.7328465388988615
387,0.7327146230608481
388,0.7334224794144225
389,0.7335577150179489
390,0.7338114137419766
391,0.7341290084211545
392,0.7342070822690271
393,0.734512437365396
394,0.7344429093449233
395,0.734413644067748
396,0.7337561294498098
397,0.7340960506333238
398,0.7332511484196855
399,0.7335825027782862
400,0.7335828377879452
401,0.7376365142242045
402,0.7363986677020099
403,0.7363574429375509
404,0.7384437505023649
405,0.7377029826534142
406,0.7398422605848385
407,0.7371614896947893
408,0.736498083540514
409,0.7374091906259912
410,0.7387228388185565
411,0.7396241691743621
412,0.7342613367137941
413,0.7335720993639048
414,0.7334465712958851
415,0.7335242284115859
416,0.7344178800973902
417,0.7345222855313074
418,0.7337376133790425
419,0.7339607857500897
420,0.7343193025447907
421,0.7348134503245878
422,0.7354487880957791
423,0.7359394337261225
424,0.7362097767081109
425,0.7361684513618985
426,0.7351902537313392
427,0.735608409293657
428,0.7358961701329206
429,0.7362216658058344
430,0.7354696898351899
431,0.7348336223804152
432,0.735618212946941
433,0.7357604438140313
434,0.7363272171741622
435,0.736343898447035
436,0.7363614270484422
437,0.7369141598503182
438,0.7366099353164466
439,0.7366665781318746
440,0.7363941439278064
441,0.7361381755458545
442,0.7361216909462198
443,0.7364181617499036
444,0.7363017450317201
445,0.7372072716964043
446,0.7366796628895972
447,0.7365695312577376
448,0.7363104172581596
449,0.737162757169993
450,0.7374445591598616
451,0.7380533016730856
452,0.7371761634825619
453,0.7373336539549222
454,0.7378584177350885
455,0.7379069888823938
456,0.7387021398076895
457,0.7383964421397
458,0.7392289678481574
459,0.7405884975178464
460,0.7368564875518365
461,0.7367596040341879
462,0.7377822036656871
463,0.7388807186047722
464,0.7387378322727696
465,0.7384895059540408
466,0.7383230299727745
